local_velocity,nye13_max,nye13_min,nye13_mean,nye13,nye33_max,nye33_min,nye33_mean,nye33,top1_v,top2_v,top3_v,top4_v,top5_v,top6_v,top7_v,top8_v,top9_v,down1_v,down2_v,down3_v,down4_v,down5_v,down6_v,down7_v,down8_v,down9_v,"fe_[0, 1]_mean","gx2+gy2_[0, 1]_mean","fe_[0, 17]_mean","gx2+gy2_[0, 17]_mean","fe_[0, 34]_mean","gx2+gy2_[0, 34]_mean","fe_[0, 51]_mean","gx2+gy2_[0, 51]_mean","fe_[0, 68]_mean","gx2+gy2_[0, 68]_mean","fe_[0, 85]_mean","gx2+gy2_[0, 85]_mean","fe_[0, 102]_mean","gx2+gy2_[0, 102]_mean","fe_[0, 119]_mean","gx2+gy2_[0, 119]_mean","fe_[0, 136]_mean","gx2+gy2_[0, 136]_mean","fe_[0, 153]_mean","gx2+gy2_[0, 153]_mean","fe_[0, 170]_mean","gx2+gy2_[0, 170]_mean","fe_[0, 187]_mean","gx2+gy2_[0, 187]_mean","fe_[0, 204]_mean","gx2+gy2_[0, 204]_mean","fe_[0, 221]_mean","gx2+gy2_[0, 221]_mean","fe_[0, 238]_mean","gx2+gy2_[0, 238]_mean"
0.9105352941176506,10.520498788749,8.73899579173601,9.644300128483255,9.0152527348085,7.28924844606724,4.556001074044247,5.667547323830447,5.680743085523734,1.60921176470588,3.7296352941176507,1.0228647058823546,-0.13595294117646972,-0.00962941176470204,-0.07818235294117629,-0.02458235294117247,0.23985882352941115,-0.010541176470590418,-0.006652941176470757,-0.09131764705882471,-0.19424117647059383,-0.005535294117648578,-0.05712941176470732,0.13939411764705933,-0.05572941176470431,0.00018823529411720837,-0.011129411764710037,-12.598223040063358,7.860546909965131,64.67875800149841,38.14514903459673,3.830923045332652,44.174512660154896,23.070252239571712,28.48600522464369,37.423168823405064,24.800111099653744,32.71616215213124,23.046954269997283,35.645753602049915,22.77239301640467,36.53562071863172,21.905137154490376,34.975393427739334,19.856292417904406,33.21165424665374,18.712121920924936,33.412198156079526,17.959552328326,32.30863054492849,17.858716496155893,31.62786565195928,17.372281720822226,30.542739953919092,16.70616422763714,30.073766488701178,16.410160970796742
6.352447058823526,11.023249174960252,7.385253484108005,8.764349546734852,11.023249174960252,5.563250161370262,4.210248381691002,4.924898837129353,5.563250161370262,6.02198823529412,6.182970588235286,10.364688235294118,8.796299999999995,0.9487999999999923,-0.010494117647058609,-0.0064882352941182,-0.25282941176470286,-0.16044705882352664,-0.005488235294119276,0.0752294117647038,0.17776470588235327,-0.011723529411766014,0.06443529411765028,-0.1544941176470532,-0.18160588235294112,-0.013864705882345915,0.005011764705883211,-12.598223040063358,7.860546909965131,54.02487818255734,35.28788990401775,3.9881047409492556,42.28186126480054,24.042988682509808,28.02118445986423,36.289216021053996,24.61591185839336,31.81374399124617,23.89940293058226,35.391901862934,22.766939142920332,35.76913937394266,21.687996311737574,34.600849977375134,19.968717117161223,33.10532464865211,18.718957646337575,32.82170475875379,17.99543958560396,32.51347207491611,17.951233425904352,31.33543058825474,17.378601377429046,30.422768229508474,16.677456433986347,30.107030763424493,16.515611585141944
5.330300000000002,11.517746798666245,7.156999577863495,9.586349446752699,10.264749359184751,7.178500367250257,4.4509951653547475,5.3787495597868995,4.919251955638492,7.2438176470588225,5.135347058823538,8.316252941176472,8.434358823529413,2.3952764705882403,0.383347058823529,0.059617647058824816,0.005317647058819495,0.21598235294117404,-0.006470588235293249,0.00041176470588431905,-0.19048235294117183,0.003135294117651664,0.0003941176470526804,0.004364705882346531,0.286670588235296,0.004794117647055801,0.07467647058823157,18.244819961384895,8.392089735823628,-33.099579832390454,51.38190372552718,15.802655478331292,39.51646634559627,20.02468908976953,30.33773614463461,31.34631170995755,24.759169908641763,32.063177566623864,24.526852277277477,38.674012220687295,22.64069161963284,36.49311160823997,20.976200598769733,32.44464916493348,20.43902960729031,33.200499814991524,19.17692512773251,31.628689131249423,18.46707873162743,32.941893784597944,17.724679300324112,30.972780068936306,17.261592702776234,30.433471110525897,16.81741780813076,30.012570048952227,16.653504559254202
2.7754764705882367,11.77874957195175,6.9457485539872525,8.926750402223202,8.448497785608748,5.963500298441005,4.029251864497255,4.945300670798602,5.963500298441005,0.019400000000002016,-0.21152941176471027,0.8743235294117623,3.8673529411764673,6.9630823529411785,2.211105882352945,0.02341176470588129,0.22076470588235544,-0.0728588235294079,4.3917411764705925,0.6214470588235327,0.024405882352943022,-0.005047058823528934,0.0007882352941145561,0.004229411764708355,-0.17647647058823884,-0.010664705882352537,-0.07978823529411393,-60.21229252573487,98.00558313486889,-1.9177389845961155,50.677597200940035,24.328646052788343,31.907708190299207,23.74466710084362,27.71019063340407,22.99789116202609,25.369874793911297,32.72031535348228,25.601975966447828,33.765394132021605,22.254455541684813,34.92393199878223,20.551444315827812,32.69262086114113,20.28379578662731,31.914506694223405,19.50652533297333,32.406585043146784,18.76610001004723,32.5737424273908,17.741410179320013,31.241315500112467,17.33511324117105,30.192702343765646,17.11543207626392,29.6689826043605,16.584702822935053
7.470823529411763,10.143497100387,8.0907494547995,9.115850429049749,8.0907494547995,7.200002433959995,4.455502470347505,5.895500721095203,5.626999342784002,0.8572647058823494,0.002335294117646005,-0.2484823529411754,1.1434588235294194,3.079458823529414,4.43354117647059,2.2134823529411762,0.6151058823529437,0.07152941176471306,5.355211764705876,7.455505882352938,1.999541176470583,0.031852941176465525,-0.007311764705879314,-0.01185294117647034,0.11623529411765035,-0.01748235294117836,-0.01664705882353032,-60.21229252573487,98.00558313486889,-0.28406622941973225,42.74621547159694,35.364863857709786,37.8803827327776,22.111205047221667,28.23498309594451,23.47050868791551,25.957238038581135,34.018965268673746,24.86274846867149,33.746633588008585,21.78764467158521,32.94036629196919,20.312448723074034,34.308731720602026,20.175185530865054,32.11279860232639,20.223190937111937,33.00918347740808,18.815850256821555,32.41406464313555,17.737349886209703,31.452419000932057,17.445091262182082,30.45719654087919,17.067881426405208,29.95570056749475,16.54998955415555
1.9869352941176455,12.826498618286248,8.082006163574752,9.344751381730147,8.082006163574752,9.127249775458747,4.242000153572491,6.0472489809192975,4.526996631430251,0.48207647058824465,0.2011882352941173,3.6451058823529467,5.4730823529411765,0.832858823529408,0.25791176470588417,-0.1664999999999992,-0.17312941176470864,0.15110588235293174,9.004835294117655,0.5260000000000071,7.3778764705882365,4.73075882352941,1.0009764705882394,0.15497058823529178,0.0009764705882351082,0.02570000000000301,0.012641176470584062,4.616952036109417,18.952070283567654,8.147902883708692,34.43459714748241,28.03536763980845,36.395611150562964,26.523598935110336,25.888205650667935,30.327511605129647,26.42476443202998,28.691061104563094,24.53837992137327,33.6229094050923,21.809275729842838,32.88595853100036,20.362256012094637,30.569368540460413,20.103378228475517,30.762033614233985,19.93894545048914,31.686181188408426,18.80400231129619,31.368326058291498,18.24883461464166,31.487020657606458,17.44163657818192,30.984457469903454,17.121274412826082,29.925107454182672,16.829403830251483
0.7355882352941174,10.545001015738498,6.332752341165246,8.139649954652002,7.4149979030992546,6.3377520911557355,3.867499543542752,5.297351993804547,4.9982540219689975,3.945782352941173,11.417405882352943,6.905505882352934,1.9111588235294126,4.8942882352941215,2.840623529411756,0.5275294117646994,0.09712941176470355,0.09780000000000821,3.774076470588231,10.361699999999992,5.620352941176474,8.529670588235296,9.346223529411763,4.970576470588235,1.6390235294117645,0.2171117647058823,0.009182352941181193,4.616952036109417,18.952070283567654,30.93463468685655,13.24426848502025,26.417397767013693,30.225123384878923,26.761526614778884,25.015299933837216,31.332983810278783,26.033920582902294,26.464138555679025,24.619623231447118,33.54069687843877,22.02833869761254,33.06158465965733,20.763035033502913,30.753097234606933,20.469861657401093,31.64535792151577,19.74895791392481,32.08457444159362,18.806253439196063,32.15518312382215,18.245060937194097,31.191663484517736,17.651733569291242,31.304729202568808,16.910239246069366,29.60778150899735,16.971968228007103
7.435129411764714,10.923502619798002,7.240000133735252,8.352100906518356,10.923502619798002,6.313249545653507,4.131248276516757,5.171000277714502,5.609251488873492,11.16882352941176,5.100388235294114,3.930958823529422,1.7699588235294073,0.6479176470588186,0.9990058823529457,1.3692764705882359,0.5567647058823506,0.13368823529411097,0.7130941176470591,2.376147058823524,9.25329999999999,7.483300000000003,7.786658823529405,10.314929411764702,7.359529411764705,7.85125882352941,3.77031764705882,4.616952036109417,18.952070283567654,55.84985773874628,36.98273000359334,26.417397767013693,30.225123384878923,27.397185094254546,26.559345916338863,32.153433664050695,26.247045904786102,26.56677207828811,24.622939500541857,30.815276218932812,21.99352742215994,32.99644661248897,20.480607932730692,30.846610327480043,20.517023107968217,31.957857257403642,19.618257690909385,31.658397073896676,18.816313518560058,32.06117595551401,18.2839150670551,31.098757883617147,17.628579073432658,31.096084738379226,16.93828371171966,29.45242761235571,16.90183300332909
5.815282352941162,10.32475547999774,4.526498209009221,7.195649182874989,10.32475547999774,7.204002233306992,4.016499819846002,5.146049788742696,4.841998746407258,7.6886470588235305,10.535552941176476,5.838652941176466,5.603323529411773,1.4134176470588267,-0.051552941176464126,0.0028588235294113714,-0.2884529411764656,-0.01857647058823672,5.117476470588232,5.407470588235304,5.115376470588234,7.2103470588235306,6.9236117647058855,1.811117647058831,6.022852941176474,10.724970588235294,5.394358823529413,66.44560425405878,8.351708437044273,66.32740833241985,40.33123976186982,31.240452853531597,23.412155168034758,38.76028302618904,26.74968395412258,30.540208877248716,24.884549872315432,29.206776180043846,23.805770042014544,28.471068831087646,22.343969548355908,30.419521600456598,21.43639063591755,31.15927788031515,20.438499384769163,31.706134904317054,19.270675045162886,31.614111283971248,18.92069275571781,30.896776561955942,18.172619461601332,31.91650528104155,17.711314287093323,30.90139223674467,17.20873660021337,29.324378035725456,16.939843494078886
4.54295294117648,9.360252538079012,6.52100228262249,7.73354901806515,7.758499067816005,6.592751822177488,4.21074807927151,5.013400110526101,4.21074807927151,4.092470588235291,1.1198588235294034,4.250435294117631,4.953135294117637,5.661205882352941,4.933858823529406,0.2837352941176493,0.22973529411764393,0.01997647058823806,7.081094117647062,6.815317647058826,4.273152941176478,-0.680688235294113,1.1163058823529417,5.8847882352941125,5.323994117647055,3.1080882352941215,3.338858823529409,1.9410938487853073,4.4438962892525735,29.30933922005043,51.14541347774651,50.96315702063531,27.253048619440243,29.165719497594843,26.64474659010202,31.00814066038842,23.233640886874753,25.248302983030445,22.419618931331208,27.209351731181226,22.146199529195517,28.407344624596643,21.489497144505897,28.834146323635746,20.38507443763998,29.963875878688075,18.946942260510593,31.543156274820134,19.06822547313199,32.220690705558034,18.62589844697902,31.59718688209209,18.004755200007843,30.449996782058697,17.298711369422925,28.95043482737404,16.99733161806473
